MsgID.LOCAL_VELOCITY,1521334763.6532609,0.0000186,0.0000470,-0.3181074
MsgID.GLOBAL_POSITION,1521334763.8976371,-122.3974495,37.7924799,0.3810000
MsgID.LOCAL_VELOCITY,1521334763.8976371,0.0000000,0.0000000,-2.2800000
MsgID.LOCAL_POSITION,1521334763.9040000,-0.0568053,0.3306243,-0.3817195
MsgID.LOCAL_VELOCITY,1521334763.9040000,0.0030158,0.0044248,-2.2873201
MsgID.GLOBAL_POSITION,1521334764.1473300,-122.3974495,37.7924799,1.0900000
MsgID.LOCAL_VELOCITY,1521334764.1473300,0.0000000,0.0000000,-3.0700000
MsgID.LOCAL_POSITION,1521334764.1542790,-0.0556888,0.3309885,-1.1520903
MsgID.LOCAL_VELOCITY,1521334764.1542790,0.0015727,0.0010915,-3.1013260
MsgID.GLOBAL_POSITION,1521334764.3980711,-122.3974500,37.7924801,1.9110000
MsgID.LOCAL_VELOCITY,1521334764.3980711,0.0000000,0.0000000,-3.2800000
MsgID.LOCAL_POSITION,1521334764.4046762,-0.0323254,0.2853500,-1.9119204
MsgID.LOCAL_VELOCITY,1521334764.4046762,-0.0013016,-0.0047855,-3.2808752
MsgID.STATE,1521334764.6097112,True,True
MsgID.GLOBAL_HOME,1521334764.6100321,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334764.6471219,-122.3974516,37.7924804,2.6180000
MsgID.LOCAL_VELOCITY,1521334764.6471219,0.0000000,0.0000000,-3.3300000
MsgID.LOCAL_POSITION,1521334764.6554859,-0.0085853,0.1386324,-2.7040067
MsgID.LOCAL_VELOCITY,1521334764.6554859,-0.0020379,-0.0022175,-3.3336968
MsgID.GLOBAL_POSITION,1521334764.8984802,-122.3974517,37.7924797,3.5590000
MsgID.LOCAL_VELOCITY,1521334764.8984802,0.0000000,0.0100000,-3.4100000
MsgID.LOCAL_POSITION,1521334764.9048450,-0.0747002,0.1375524,-3.5598395
MsgID.LOCAL_VELOCITY,1521334764.9048450,-0.0043339,0.0112464,-3.4155865
MsgID.GLOBAL_POSITION,1521334765.1473410,-122.3974501,37.7924809,4.3870000
MsgID.LOCAL_VELOCITY,1521334765.1473410,0.0000000,0.0100000,-3.4200000
MsgID.LOCAL_POSITION,1521334765.1565340,0.0593727,0.2929842,-4.4321818
MsgID.LOCAL_VELOCITY,1521334765.1565340,-0.0041565,0.0196728,-3.4333339
MsgID.GLOBAL_POSITION,1521334765.3984840,-122.3974486,37.7924804,5.0560000
MsgID.LOCAL_VELOCITY,1521334765.3984840,0.0000000,0.0100000,-1.7000000
MsgID.LOCAL_POSITION,1521334765.4049230,-0.0021901,0.4137134,-5.0566440
MsgID.LOCAL_VELOCITY,1521334765.4049230,-0.0044534,0.0191982,-1.7097484
MsgID.STATE,1521334765.6079130,True,True
MsgID.GLOBAL_HOME,1521334765.6081560,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334765.6481228,-122.3974514,37.7924790,5.1400000
MsgID.LOCAL_VELOCITY,1521334765.6481228,0.0000000,0.0100000,0.7800000
MsgID.LOCAL_POSITION,1521334765.6544991,-0.1681310,0.1606782,-5.1251655
MsgID.LOCAL_VELOCITY,1521334765.6544991,-0.0041658,0.0179585,0.9342535
MsgID.GLOBAL_POSITION,1521334765.8976960,-122.3974499,37.7924789,4.8050000
MsgID.LOCAL_VELOCITY,1521334765.8976960,0.0700000,0.4000000,0.9800000
MsgID.LOCAL_POSITION,1521334765.9061310,-0.1692888,0.2971461,-4.8055401
MsgID.LOCAL_VELOCITY,1521334765.9061310,0.0785646,0.4035739,0.9897080
MsgID.GLOBAL_POSITION,1521334766.1477580,-122.3974471,37.7924815,4.7710000
MsgID.LOCAL_VELOCITY,1521334766.1477580,0.7500000,1.1200000,-0.5300000
MsgID.LOCAL_POSITION,1521334766.1562810,0.1534424,0.5601733,-4.7839036
MsgID.LOCAL_VELOCITY,1521334766.1562810,0.8372430,1.1336172,-0.5958515
MsgID.GLOBAL_POSITION,1521334766.3995678,-122.3974443,37.7924835,4.9110000
MsgID.LOCAL_VELOCITY,1521334766.3995678,1.2900000,1.2600000,-0.1600000
MsgID.LOCAL_POSITION,1521334766.4059529,0.3455837,0.7988241,-4.9115009
MsgID.LOCAL_VELOCITY,1521334766.4059529,1.2906173,1.2626454,-0.1698220
MsgID.STATE,1521334766.6096749,True,True
MsgID.GLOBAL_HOME,1521334766.6099799,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334766.6491320,-122.3974398,37.7924864,4.9080000
MsgID.LOCAL_VELOCITY,1521334766.6491320,1.1900000,1.5800000,0.3000000
MsgID.LOCAL_POSITION,1521334766.6555259,0.7023955,1.2274085,-4.9053712
MsgID.LOCAL_VELOCITY,1521334766.6555259,1.1793309,1.5985649,0.3040604
MsgID.GLOBAL_POSITION,1521334766.8981881,-122.3974353,37.7924896,4.8760000
MsgID.LOCAL_VELOCITY,1521334766.8981881,1.1200000,1.5000000,0.1800000
MsgID.LOCAL_POSITION,1521334766.9066000,1.0160425,1.5970534,-4.8760819
MsgID.LOCAL_VELOCITY,1521334766.9066000,1.1276561,1.5046504,0.1831149
MsgID.GLOBAL_POSITION,1521334767.1493330,-122.3974323,37.7924908,4.8860000
MsgID.LOCAL_VELOCITY,1521334767.1493330,1.5500000,1.0600000,0.0300000
MsgID.LOCAL_POSITION,1521334767.1557472,1.1634458,1.8688334,-4.8876643
MsgID.LOCAL_VELOCITY,1521334767.1557472,1.5694182,1.0396404,0.0286305
MsgID.GLOBAL_POSITION,1521334767.3980720,-122.3974302,37.7924942,4.9020000
MsgID.LOCAL_VELOCITY,1521334767.3980720,1.5600000,0.9800000,0.0800000
MsgID.LOCAL_POSITION,1521334767.4066849,1.5289859,2.0496082,-4.9025698
MsgID.LOCAL_VELOCITY,1521334767.4066849,1.5651206,0.9893866,0.0846946
MsgID.STATE,1521334767.6096551,True,True
MsgID.GLOBAL_HOME,1521334767.6098859,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334767.6495931,-122.3974243,37.7924981,4.8890000
MsgID.LOCAL_VELOCITY,1521334767.6495931,1.1600000,1.2900000,0.1200000
MsgID.LOCAL_POSITION,1521334767.6568892,1.9818648,2.5970552,-4.8882380
MsgID.LOCAL_VELOCITY,1521334767.6568892,1.1331016,1.2974976,0.1270306
MsgID.GLOBAL_POSITION,1521334767.8997262,-122.3974215,37.7925003,4.8790000
MsgID.LOCAL_VELOCITY,1521334767.8997262,0.7300000,0.9100000,-0.0200000
MsgID.LOCAL_POSITION,1521334767.9061160,2.2068260,2.8265038,-4.8791499
MsgID.LOCAL_VELOCITY,1521334767.9061160,0.7331485,0.9149943,-0.0209561
MsgID.GLOBAL_POSITION,1521334768.1488020,-122.3974209,37.7925033,4.8740000
MsgID.LOCAL_VELOCITY,1521334768.1488020,1.1000000,1.0600000,-0.0900000
MsgID.LOCAL_POSITION,1521334768.1559429,2.5371761,2.8786561,-4.8749032
MsgID.LOCAL_VELOCITY,1521334768.1559429,1.1068404,1.0697750,-0.0966685
MsgID.GLOBAL_POSITION,1521334768.3986080,-122.3974174,37.7925057,4.8850000
MsgID.LOCAL_VELOCITY,1521334768.3986080,1.0800000,1.5300000,-0.0800000
MsgID.LOCAL_POSITION,1521334768.4072189,2.8055811,3.1864114,-4.8855186
MsgID.LOCAL_VELOCITY,1521334768.4072189,1.0857512,1.5336075,-0.0848611
MsgID.STATE,1521334768.6091521,True,True
MsgID.GLOBAL_HOME,1521334768.6095009,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334768.6488059,-122.3974114,37.7925060,4.8750000
MsgID.LOCAL_VELOCITY,1521334768.6488059,1.0200000,1.4400000,-0.0800000
MsgID.LOCAL_POSITION,1521334768.6571100,2.8453951,3.7192769,-4.8753600
MsgID.LOCAL_VELOCITY,1521334768.6571100,1.0232126,1.4471482,-0.0841507
MsgID.GLOBAL_POSITION,1521334768.8984981,-122.3974085,37.7925098,4.8830000
MsgID.LOCAL_VELOCITY,1521334768.8984981,1.6300000,0.9700000,-0.1800000
MsgID.LOCAL_POSITION,1521334768.9069331,3.2687142,3.9817839,-4.8837729
MsgID.LOCAL_VELOCITY,1521334768.9069331,1.6406010,0.9662998,-0.1823105
MsgID.GLOBAL_POSITION,1521334769.1500101,-122.3974080,37.7925133,4.8900000
MsgID.LOCAL_VELOCITY,1521334769.1500101,1.5500000,0.9200000,-0.0600000
MsgID.LOCAL_POSITION,1521334769.1564329,3.6498923,4.0231490,-4.8901849
MsgID.LOCAL_VELOCITY,1521334769.1564329,1.5546883,0.9266793,-0.0614369
MsgID.GLOBAL_POSITION,1521334769.3990469,-122.3974044,37.7925154,4.8840000
MsgID.LOCAL_VELOCITY,1521334769.3990469,1.0100000,1.3200000,-0.0800000
MsgID.LOCAL_POSITION,1521334769.4075918,3.8851306,4.3464437,-4.8849387
MsgID.LOCAL_VELOCITY,1521334769.4075918,1.0116098,1.3247627,-0.0896626
MsgID.STATE,1521334769.6084740,True,True
MsgID.GLOBAL_HOME,1521334769.6088488,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334769.6505458,-122.3973991,37.7925185,4.8930000
MsgID.LOCAL_VELOCITY,1521334769.6505458,0.8900000,1.2300000,-0.1500000
MsgID.LOCAL_POSITION,1521334769.6568608,4.2347488,4.8147492,-4.8933449
MsgID.LOCAL_VELOCITY,1521334769.6568608,0.8913971,1.2319009,-0.1524728
MsgID.GLOBAL_POSITION,1521334769.8997850,-122.3973961,37.7925208,4.9010000
MsgID.LOCAL_VELOCITY,1521334769.8997850,1.2400000,1.1500000,-0.0400000
MsgID.LOCAL_POSITION,1521334769.9081900,4.4919949,5.0904751,-4.9018579
MsgID.LOCAL_VELOCITY,1521334769.9081900,1.2444317,1.1611495,-0.0484551
MsgID.GLOBAL_POSITION,1521334770.1507940,-122.3973919,37.7925226,4.9000000
MsgID.LOCAL_VELOCITY,1521334770.1507940,1.0800000,1.3800000,-0.0700000
MsgID.LOCAL_POSITION,1521334770.1570630,4.6845331,5.4567928,-4.9003668
MsgID.LOCAL_VELOCITY,1521334770.1570630,1.0890082,1.3829017,-0.0719327
MsgID.GLOBAL_POSITION,1521334770.3996229,-122.3973870,37.7925259,4.9140000
MsgID.LOCAL_VELOCITY,1521334770.3996229,1.0300000,1.1900000,-0.0100000
MsgID.LOCAL_POSITION,1521334770.4080698,5.0623107,5.8970637,-4.9149337
MsgID.LOCAL_VELOCITY,1521334770.4080698,1.0407859,1.1889405,-0.0180624
MsgID.STATE,1521334770.6093781,True,True
MsgID.GLOBAL_HOME,1521334770.6097112,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334770.6515350,-122.3973839,37.7925293,4.9250000
MsgID.LOCAL_VELOCITY,1521334770.6515350,1.4600000,1.0900000,0.0700000
MsgID.LOCAL_POSITION,1521334770.6577029,5.4323149,6.1688080,-4.9252276
MsgID.LOCAL_VELOCITY,1521334770.6577029,1.4603199,1.0997390,0.0716330
MsgID.GLOBAL_POSITION,1521334770.9006999,-122.3973819,37.7925321,4.9240000
MsgID.LOCAL_VELOCITY,1521334770.9006999,1.2700000,1.2900000,0.0100000
MsgID.LOCAL_POSITION,1521334770.9070752,5.7453575,6.3496375,-4.9245229
MsgID.LOCAL_VELOCITY,1521334770.9070752,1.2687995,1.2998713,0.0119689
MsgID.GLOBAL_POSITION,1521334771.1512861,-122.3973783,37.7925347,4.9360000
MsgID.LOCAL_VELOCITY,1521334771.1512861,1.1400000,1.2000000,0.1400000
MsgID.LOCAL_POSITION,1521334771.1575689,6.0331244,6.6658640,-4.9369030
MsgID.LOCAL_VELOCITY,1521334771.1575689,1.1400055,1.2079062,0.1488825
MsgID.GLOBAL_POSITION,1521334771.4010839,-122.3973773,37.7925365,4.9320000
MsgID.LOCAL_VELOCITY,1521334771.4010839,1.5300000,0.9200000,0.1400000
MsgID.LOCAL_POSITION,1521334771.4075251,6.2364268,6.7537808,-4.9323230
MsgID.LOCAL_VELOCITY,1521334771.4075251,1.5361133,0.9201164,0.1541190
MsgID.STATE,1521334771.6091290,True,True
MsgID.GLOBAL_HOME,1521334771.6095390,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334771.6515741,-122.3973732,37.7925406,4.9300000
MsgID.LOCAL_VELOCITY,1521334771.6515741,1.4600000,1.0800000,0.1300000
MsgID.LOCAL_POSITION,1521334771.6578109,6.6880970,7.1198373,-4.9308872
MsgID.LOCAL_VELOCITY,1521334771.6578109,1.4633921,1.0892458,0.1315751
MsgID.GLOBAL_POSITION,1521334771.9000709,-122.3973693,37.7925448,4.9370000
MsgID.LOCAL_VELOCITY,1521334771.9000709,1.2600000,1.3500000,0.1200000
MsgID.LOCAL_POSITION,1521334771.9085929,7.1711707,7.4775476,-4.9373312
MsgID.LOCAL_VELOCITY,1521334771.9085929,1.2712402,1.3494864,0.1327514
MsgID.GLOBAL_POSITION,1521334772.1515579,-122.3973654,37.7925476,4.9290000
MsgID.LOCAL_VELOCITY,1521334772.1515579,1.4400000,1.5900000,0.1600000
MsgID.LOCAL_POSITION,1521334772.1576881,7.4650197,7.8128119,-4.9293423
MsgID.LOCAL_VELOCITY,1521334772.1576881,1.4485335,1.5984577,0.1636916
MsgID.GLOBAL_POSITION,1521334772.4002991,-122.3973606,37.7925505,4.9280000
MsgID.LOCAL_VELOCITY,1521334772.4002991,1.2300000,1.8700000,0.1000000
MsgID.LOCAL_POSITION,1521334772.4087770,7.8024087,8.2499971,-4.9282393
MsgID.LOCAL_VELOCITY,1521334772.4087770,1.2193322,1.8737102,0.0999174
MsgID.STATE,1521334772.6092019,True,True
MsgID.GLOBAL_HOME,1521334772.6095231,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334772.6518669,-122.3973538,37.7925525,4.9330000
MsgID.LOCAL_VELOCITY,1521334772.6518669,1.1000000,1.5700000,0.0700000
MsgID.LOCAL_POSITION,1521334772.6578009,8.0125265,8.8389168,-4.9337754
MsgID.LOCAL_VELOCITY,1521334772.6578009,1.1009091,1.5708876,0.0706205
MsgID.GLOBAL_POSITION,1521334772.9013400,-122.3973512,37.7925542,4.9380000
MsgID.LOCAL_VELOCITY,1521334772.9013400,1.5100000,0.9500000,0.0700000
MsgID.LOCAL_POSITION,1521334772.9078600,8.2090387,9.0768528,-4.9389572
MsgID.LOCAL_VELOCITY,1521334772.9078600,1.5246562,0.9367275,0.0794158
MsgID.GLOBAL_POSITION,1521334773.1519392,-122.3973496,37.7925580,4.9370000
MsgID.LOCAL_VELOCITY,1521334773.1519392,1.5000000,0.8100000,0.0600000
MsgID.LOCAL_POSITION,1521334773.1582341,8.6225901,9.2156811,-4.9373250
MsgID.LOCAL_VELOCITY,1521334773.1582341,1.5008575,0.8177900,0.0689794
MsgID.GLOBAL_POSITION,1521334773.4003270,-122.3973468,37.7925620,4.9330000
MsgID.LOCAL_VELOCITY,1521334773.4003270,1.3300000,1.1000000,0.0400000
MsgID.LOCAL_POSITION,1521334773.4088690,9.0972853,9.4774933,-4.9338160
MsgID.LOCAL_VELOCITY,1521334773.4088690,1.3523008,1.1110148,0.0301898
MsgID.STATE,1521334773.6095259,True,True
MsgID.GLOBAL_HOME,1521334773.6098208,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334773.6511910,-122.3973438,37.7925669,4.9350000
MsgID.LOCAL_VELOCITY,1521334773.6511910,1.5600000,1.0100000,-0.0400000
MsgID.LOCAL_POSITION,1521334773.6595991,9.6126118,9.7323151,-4.9359365
MsgID.LOCAL_VELOCITY,1521334773.6595991,1.5696530,1.0189552,-0.0491889
MsgID.GLOBAL_POSITION,1521334773.9020240,-122.3973407,37.7925686,4.9330000
MsgID.LOCAL_VELOCITY,1521334773.9020240,1.0600000,0.6500000,-0.0400000
MsgID.LOCAL_POSITION,1521334773.9084799,9.8134775,10.0224237,-4.9337173
MsgID.LOCAL_VELOCITY,1521334773.9084799,1.0348828,0.6343150,-0.0335182
MsgID.GLOBAL_POSITION,1521334774.1519029,-122.3973394,37.7925715,4.9180000
MsgID.LOCAL_VELOCITY,1521334774.1519029,0.3600000,0.2700000,-0.0600000
MsgID.LOCAL_POSITION,1521334774.1605730,10.1208801,10.1221733,-4.9188752
MsgID.LOCAL_VELOCITY,1521334774.1605730,0.3637084,0.2779838,-0.0629997
MsgID.GLOBAL_POSITION,1521334774.4024031,-122.3973411,37.7925720,4.7230000
MsgID.LOCAL_VELOCITY,1521334774.4024031,0.2800000,0.2200000,1.6000000
MsgID.LOCAL_POSITION,1521334774.4088519,10.1686602,9.9810534,-4.6903868
MsgID.LOCAL_VELOCITY,1521334774.4088519,0.2807843,0.2168132,1.6862737
MsgID.STATE,1521334774.6103230,True,True
MsgID.GLOBAL_HOME,1521334774.6106670,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334774.6523700,-122.3973380,37.7925720,4.1290000
MsgID.LOCAL_VELOCITY,1521334774.6523700,0.1800000,0.1300000,2.3200000
MsgID.LOCAL_POSITION,1521334774.6606421,10.1785316,10.2408257,-4.1294565
MsgID.LOCAL_VELOCITY,1521334774.6606421,0.1874434,0.1392687,2.3267970
MsgID.GLOBAL_POSITION,1521334774.9009030,-122.3973379,37.7925716,3.5170000
MsgID.LOCAL_VELOCITY,1521334774.9009030,0.0900000,0.0600000,2.5200000
MsgID.LOCAL_POSITION,1521334774.9093781,10.1176987,10.2486429,-3.4729884
MsgID.LOCAL_VELOCITY,1521334774.9093781,0.0893217,0.0650152,2.5373013
MsgID.GLOBAL_POSITION,1521334775.1525939,-122.3973387,37.7925704,2.8020000
MsgID.LOCAL_VELOCITY,1521334775.1525939,0.0400000,0.0100000,2.4800000
MsgID.LOCAL_POSITION,1521334775.1589930,9.9944620,10.1820087,-2.8024354
MsgID.LOCAL_VELOCITY,1521334775.1589930,0.0422987,0.0139760,2.4850702
MsgID.GLOBAL_POSITION,1521334775.4021618,-122.3973383,37.7925710,2.1860000
MsgID.LOCAL_VELOCITY,1521334775.4021618,0.0300000,0.0000000,2.4500000
MsgID.LOCAL_POSITION,1521334775.4106259,10.0784674,10.2206964,-2.1307938
MsgID.LOCAL_VELOCITY,1521334775.4106259,0.0317907,-0.0008132,2.4532771
MsgID.STATE,1521334775.6103270,True,True
MsgID.GLOBAL_HOME,1521334775.6106870,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334775.6523380,-122.3973379,37.7925721,1.5000000
MsgID.LOCAL_VELOCITY,1521334775.6523380,0.0200000,0.0000000,2.5200000
MsgID.LOCAL_POSITION,1521334775.6609440,10.1889734,10.2498875,-1.5000851
MsgID.LOCAL_VELOCITY,1521334775.6609440,0.0228080,-0.0057197,2.5205936
MsgID.GLOBAL_POSITION,1521334775.9016740,-122.3973385,37.7925722,0.9010000
MsgID.LOCAL_VELOCITY,1521334775.9016740,0.0000000,-0.0100000,2.4600000
MsgID.LOCAL_POSITION,1521334775.9106638,10.1986904,10.1881685,-0.8531156
MsgID.LOCAL_VELOCITY,1521334775.9106638,0.0040283,-0.0106932,2.4785655
MsgID.GLOBAL_POSITION,1521334776.1533320,-122.3973386,37.7925722,0.2450000
MsgID.LOCAL_VELOCITY,1521334776.1533320,-0.0100000,-0.0100000,2.3900000
MsgID.LOCAL_POSITION,1521334776.1594141,10.1975145,10.1962299,-0.2450799
MsgID.LOCAL_VELOCITY,1521334776.1594141,-0.0101288,-0.0117770,2.3950264
MsgID.GLOBAL_POSITION,1521334776.4031239,-122.3973371,37.7925722,-0.0310000
MsgID.LOCAL_VELOCITY,1521334776.4031239,0.0600000,0.0000000,-0.1500000
MsgID.LOCAL_POSITION,1521334776.4112890,10.2037945,10.3218279,0.0271236
MsgID.LOCAL_VELOCITY,1521334776.4112890,0.0634001,0.0047199,-0.1293917
MsgID.STATE,1521334776.6092670,True,True
MsgID.GLOBAL_HOME,1521334776.6096129,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334776.6530910,-122.3973399,37.7925723,-0.0300000
MsgID.LOCAL_VELOCITY,1521334776.6530910,0.0300000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,1521334776.6619489,10.2043982,10.0767632,0.0306561
MsgID.LOCAL_VELOCITY,1521334776.6619489,0.0334177,-0.0032840,0.1997366
MsgID.GLOBAL_POSITION,1521334776.9012880,-122.3973390,37.7925719,-0.0130000
MsgID.LOCAL_VELOCITY,1521334776.9012880,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334776.9118452,10.1660824,10.1740971,0.0120548
MsgID.LOCAL_VELOCITY,1521334776.9118452,-0.0000265,0.0000290,0.0000117
MsgID.GLOBAL_POSITION,1521334777.1514208,-122.3973375,37.7925725,0.0140000
MsgID.LOCAL_VELOCITY,1521334777.1514208,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334777.1620212,10.2353020,10.2890482,-0.0142127
MsgID.LOCAL_VELOCITY,1521334777.1620212,-0.0000002,0.0000222,0.0000075
MsgID.GLOBAL_POSITION,1521334777.4029410,-122.3973389,37.7925735,0.0400000
MsgID.LOCAL_VELOCITY,1521334777.4029410,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334777.4114728,10.3522120,10.1715307,-0.0432827
MsgID.LOCAL_VELOCITY,1521334777.4114728,-0.0000083,0.0000178,0.0000096
MsgID.STATE,1521334777.6112251,True,True
MsgID.GLOBAL_HOME,1521334777.6114790,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521334777.6529269,-122.3973370,37.7925741,0.0720000
MsgID.LOCAL_VELOCITY,1521334777.6529269,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334777.6612911,10.4065199,10.3346672,-0.0724002
MsgID.LOCAL_VELOCITY,1521334777.6612911,-0.0000119,0.0000184,0.0000125
MsgID.GLOBAL_POSITION,1521334777.9022059,-122.3973371,37.7925733,0.1010000
MsgID.LOCAL_VELOCITY,1521334777.9022059,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334777.9130418,10.3023348,10.3137293,-0.1054824
MsgID.LOCAL_VELOCITY,1521334777.9130418,-0.0000281,0.0000554,0.0000170
MsgID.GLOBAL_POSITION,1521334778.1537139,-122.3973386,37.7925724,0.1370000
MsgID.LOCAL_VELOCITY,1521334778.1537139,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334778.1620760,10.2197199,10.1938601,-0.1377342
MsgID.LOCAL_VELOCITY,1521334778.1620760,-0.0000341,0.0002660,-0.0000099
MsgID.GLOBAL_POSITION,1521334778.4021580,-122.3973377,37.7925724,0.1680000
MsgID.LOCAL_VELOCITY,1521334778.4021580,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521334778.4130251,10.2174740,10.2884741,-0.1724089
MsgID.LOCAL_VELOCITY,1521334778.4130251,0.0000467,0.0003575,0.0000582
MsgID.STATE,1521334778.6098590,True,True
